sampling_week,normalized_concentration_rolling_average,population,region,state,name,fipscode
2021-05-05,139.76082579559963,"10,000-20,000",Northeast,MA,Nantucket,25019
2021-05-05,102.05948733598494,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2021-05-05,73.94364322541043,"200,000-500,000",Northeast,NJ,Union,34039
2021-05-05,30.94859743560973,"20,000-50,000",Northeast,NY,Nassau,36059
2021-05-05,214.9149945546353,"100,000-200,000",Northeast,PA,Dauphin,42043
2021-05-05,169.69481888275848,"100,000-200,000",Northeast,PA,Erie,42049
2021-05-05,191.63043952659015,"20,000-50,000",Northeast,PA,Indiana,42063
2021-05-12,38.36803800317881,"20,000-50,000",Northeast,CT,Fairfield,09001
2021-05-12,38.75351880867829,"50,000-100,000",Northeast,MA,Berkshire,25003
2021-05-12,24.119659508856163,"20,000-50,000",Northeast,MA,Essex,25009
2021-05-12,9.09483825262082,"100,000-200,000",Northeast,MA,Middlesex,25017
2021-05-12,69.15782082101904,"10,000-20,000",Northeast,MA,Nantucket,25019
2021-05-12,69.62595677327873,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2021-05-12,171.47901490625824,"100,000-200,000",Northeast,PA,Dauphin,42043
2021-05-12,164.62782942862106,"100,000-200,000",Northeast,PA,Erie,42049
2021-05-12,210.7343255903498,"20,000-50,000",Northeast,PA,Indiana,42063
2021-05-19,20.12128690224782,"20,000-50,000",Northeast,CT,Fairfield,09001
2021-05-19,22.264047959999804,"50,000-100,000",Northeast,MA,Berkshire,25003
2021-05-19,6.752488697922586,"20,000-50,000",Northeast,MA,Essex,25009
2021-05-19,7.686238012567753,"100,000-200,000",Northeast,MA,Middlesex,25017
2021-05-19,29.60882207686376,"10,000-20,000",Northeast,MA,Nantucket,25019
2021-05-19,50.628971560003606,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2021-05-19,33.647282856486505,"200,000-500,000",Northeast,NJ,Union,34039
2021-05-19,21.35364823106945,"20,000-50,000",Northeast,NY,Nassau,36059
2021-05-19,110.43056506703732,"100,000-200,000",Northeast,PA,Dauphin,42043
2021-05-19,144.19231802902434,"100,000-200,000",Northeast,PA,Erie,42049
2021-05-19,168.41202681285066,"20,000-50,000",Northeast,PA,Indiana,42063
2021-05-26,18.417931160434037,"20,000-50,000",Northeast,CT,Fairfield,09001
2021-05-26,25.235580460866107,"50,000-100,000",Northeast,MA,Berkshire,25003
2021-05-26,3.9996657673548808,"20,000-50,000",Northeast,MA,Essex,25009
2021-05-26,76.00608424415907,"10,000-20,000",Northeast,MA,Hampshire,25015
2021-05-26,4.834260045112073,"100,000-200,000",Northeast,MA,Middlesex,25017
2021-05-26,21.132567598589706,"10,000-20,000",Northeast,MA,Nantucket,25019
2021-05-26,38.50818233090498,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2021-05-26,78.7294954407127,"100,000-200,000",Northeast,PA,Dauphin,42043
2021-05-26,86.46807320624136,"100,000-200,000",Northeast,PA,Erie,42049
2021-05-26,71.66098589583345,"20,000-50,000",Northeast,PA,Indiana,42063
2021-06-02,18.56358732349239,"20,000-50,000",Northeast,CT,Fairfield,09001
2021-06-02,9.139245318059832,"50,000-100,000",Northeast,MA,Berkshire,25003
2021-06-02,7.579122514774403e-14,"20,000-50,000",Northeast,MA,Essex,25009
2021-06-02,3.4481109599634454,"100,000-200,000",Northeast,MA,Middlesex,25017
2021-06-02,0.971260495353224,"10,000-20,000",Northeast,MA,Nantucket,25019
2021-06-02,28.616126820621904,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2021-06-02,3.3872674759464565,"20,000-50,000",Northeast,NY,Nassau,36059
2021-06-02,48.8390987488826,"100,000-200,000",Northeast,PA,Dauphin,42043
2021-06-02,97.86609541234304,"100,000-200,000",Northeast,PA,Erie,42049
2021-06-02,26.598677368716874,"20,000-50,000",Northeast,PA,Indiana,42063
2021-06-09,13.648631660126858,"20,000-50,000",Northeast,CT,Fairfield,09001
2021-06-09,,"200,000-500,000",Northeast,DE,New Castle,10003
2021-06-09,7.579122514774403e-14,"20,000-50,000",Northeast,MA,Essex,25009
2021-06-09,10.396655417013262,"100,000-200,000",Northeast,MA,Middlesex,25017
2021-06-09,3.083092094538847,"10,000-20,000",Northeast,MA,Nantucket,25019
2021-06-09,22.885273968954746,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2021-06-09,37.77276628567251,"100,000-200,000",Northeast,PA,Dauphin,42043
2021-06-09,77.36682326651415,"100,000-200,000",Northeast,PA,Erie,42049
2021-06-09,12.324512170828966,"20,000-50,000",Northeast,PA,Indiana,42063
2021-06-16,18.443707673279167,"20,000-50,000",Northeast,CT,Fairfield,09001
2021-06-16,337.0030476038626,"200,000-500,000",Northeast,DE,New Castle,10003
2021-06-16,7.579122514774403e-14,"20,000-50,000",Northeast,MA,Essex,25009
2021-06-16,3.4922826108509977,"10,000-20,000",Northeast,MA,Hampshire,25015
2021-06-16,10.154779658564612,"100,000-200,000",Northeast,MA,Middlesex,25017
2021-06-16,4.609079238928115,"10,000-20,000",Northeast,MA,Nantucket,25019
2021-06-16,19.21717856920259,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2021-06-16,8.742212335782165,"20,000-50,000",Northeast,NY,Nassau,36059
2021-06-16,23.441860203462568,"100,000-200,000",Northeast,PA,Dauphin,42043
2021-06-16,88.08437594454875,"100,000-200,000",Northeast,PA,Erie,42049
2021-06-16,10.173703336722625,"20,000-50,000",Northeast,PA,Indiana,42063
2021-06-23,40.77207790573744,"20,000-50,000",Northeast,CT,Fairfield,09001
2021-06-23,27.053133321827005,"200,000-500,000",Northeast,DE,New Castle,10003
2021-06-23,7.579122514774403e-14,"20,000-50,000",Northeast,MA,Essex,25009
2021-06-23,1.3305700744048443,"10,000-20,000",Northeast,MA,Hampshire,25015
2021-06-23,11.216349799063346,"100,000-200,000",Northeast,MA,Middlesex,25017
2021-06-23,14.999916507420082,"10,000-20,000",Northeast,MA,Nantucket,25019
2021-06-23,23.89890043614415,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2021-06-23,23.716802073116305,"200,000-500,000",Northeast,NJ,Union,34039
2021-06-23,27.213494184639927,"100,000-200,000",Northeast,PA,Dauphin,42043
2021-06-23,54.13218946621385,"100,000-200,000",Northeast,PA,Erie,42049
2021-06-23,5.846941884240702,"20,000-50,000",Northeast,PA,Indiana,42063
2021-06-30,47.853706216615926,"20,000-50,000",Northeast,CT,Fairfield,09001
2021-06-30,18.8617737850775,"200,000-500,000",Northeast,DE,New Castle,10003
2021-06-30,7.579122514774403e-14,"20,000-50,000",Northeast,MA,Essex,25009
2021-06-30,1.3305700744048443,"10,000-20,000",Northeast,MA,Hampshire,25015
2021-06-30,4.1183140341387725,"100,000-200,000",Northeast,MA,Middlesex,25017
2021-06-30,14.996415323225497,"10,000-20,000",Northeast,MA,Nantucket,25019
2021-06-30,34.16017989639452,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2021-06-30,33.6465762999289,"200,000-500,000",Northeast,NJ,Union,34039
2021-06-30,17.14010578757183,"100,000-200,000",Northeast,PA,Dauphin,42043
2021-06-30,46.9575373779042,"100,000-200,000",Northeast,PA,Erie,42049
2021-06-30,15.12841658419634,"20,000-50,000",Northeast,PA,Indiana,42063
2021-07-07,38.10162062015672,"20,000-50,000",Northeast,CT,Fairfield,09001
2021-07-07,24.329782991767186,"200,000-500,000",Northeast,DE,New Castle,10003
2021-07-07,7.579122514774403e-14,"20,000-50,000",Northeast,MA,Essex,25009
2021-07-07,1.3305700744048443,"10,000-20,000",Northeast,MA,Hampshire,25015
2021-07-07,12.079102574286834,"100,000-200,000",Northeast,MA,Middlesex,25017
2021-07-07,21.37799409506077,"10,000-20,000",Northeast,MA,Nantucket,25019
2021-07-07,51.87861969883519,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2021-07-07,54.01481898270277,"200,000-500,000",Northeast,NJ,Union,34039
2021-07-07,19.6690652155482,"100,000-200,000",Northeast,PA,Dauphin,42043
2021-07-07,29.256805987673587,"100,000-200,000",Northeast,PA,Erie,42049
2021-07-07,19.194334810609195,"20,000-50,000",Northeast,PA,Indiana,42063
2021-07-14,103.26341890871603,"20,000-50,000",Northeast,CT,Fairfield,09001
2021-07-14,25.094239162997702,"200,000-500,000",Northeast,DE,New Castle,10003
2021-07-14,,"50,000-100,000",Northeast,MA,Berkshire,25003
2021-07-14,22.024023876356825,"20,000-50,000",Northeast,MA,Essex,25009
2021-07-14,11.246480267938155,"10,000-20,000",Northeast,MA,Hampshire,25015
2021-07-14,15.557389260919232,"100,000-200,000",Northeast,MA,Middlesex,25017
2021-07-14,88.69931184374548,"10,000-20,000",Northeast,MA,Nantucket,25019
2021-07-14,89.78733303956345,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2021-07-14,16.9854470048351,"100,000-200,000",Northeast,PA,Dauphin,42043
2021-07-14,16.926637139197457,"100,000-200,000",Northeast,PA,Erie,42049
2021-07-14,37.158547530530825,"20,000-50,000",Northeast,PA,Indiana,42063
2021-07-21,145.538415245452,"20,000-50,000",Northeast,CT,Fairfield,09001
2021-07-21,60.498327801274165,"200,000-500,000",Northeast,DE,New Castle,10003
2021-07-21,26.55989152753141,"50,000-100,000",Northeast,MA,Berkshire,25003
2021-07-21,25.54866816911074,"20,000-50,000",Northeast,MA,Essex,25009
2021-07-21,43.83582358234066,"10,000-20,000",Northeast,MA,Hampshire,25015
2021-07-21,22.33860739074564,"100,000-200,000",Northeast,MA,Middlesex,25017
2021-07-21,238.36320082962237,"10,000-20,000",Northeast,MA,Nantucket,25019
2021-07-21,158.43862104502594,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2021-07-21,100.26237531805477,"200,000-500,000",Northeast,NJ,Union,34039
2021-07-21,26.55712506402766,"20,000-50,000",Northeast,NY,Nassau,36059
2021-07-21,42.60584363705144,"100,000-200,000",Northeast,PA,Dauphin,42043
2021-07-21,54.66235751250624,"100,000-200,000",Northeast,PA,Erie,42049
2021-07-21,86.36751045960237,"20,000-50,000",Northeast,PA,Indiana,42063
2021-07-28,219.1923506675029,"20,000-50,000",Northeast,CT,Fairfield,09001
2021-07-28,88.00990078006936,"200,000-500,000",Northeast,DE,New Castle,10003
2021-07-28,50.38933494077688,"50,000-100,000",Northeast,MA,Berkshire,25003
2021-07-28,44.38812951201045,"20,000-50,000",Northeast,MA,Essex,25009
2021-07-28,66.09753672785465,"10,000-20,000",Northeast,MA,Hampshire,25015
2021-07-28,34.064012240716046,"100,000-200,000",Northeast,MA,Middlesex,25017
2021-07-28,475.408425031864,"10,000-20,000",Northeast,MA,Nantucket,25019
2021-07-28,244.2636726110385,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2021-07-28,140.3659924264268,"100,000-200,000",Northeast,PA,Dauphin,42043
2021-07-28,85.9580180527221,"100,000-200,000",Northeast,PA,Erie,42049
2021-07-28,170.7933629998807,"20,000-50,000",Northeast,PA,Indiana,42063
2021-08-04,195.01721437824557,"20,000-50,000",Northeast,CT,Fairfield,09001
2021-08-04,109.29694156992998,"200,000-500,000",Northeast,DE,New Castle,10003
2021-08-04,68.37727693537667,"50,000-100,000",Northeast,MA,Berkshire,25003
2021-08-04,79.42022419293366,"20,000-50,000",Northeast,MA,Essex,25009
2021-08-04,149.13985252352208,"10,000-20,000",Northeast,MA,Hampshire,25015
2021-08-04,72.87735161175691,"100,000-200,000",Northeast,MA,Middlesex,25017
2021-08-04,625.7742030102098,"10,000-20,000",Northeast,MA,Nantucket,25019
2021-08-04,319.99704686586455,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2021-08-04,138.2099613442184,"200,000-500,000",Northeast,NJ,Union,34039
2021-08-04,331.1798761964706,"100,000-200,000",Northeast,PA,Dauphin,42043
2021-08-04,146.67621839171696,"100,000-200,000",Northeast,PA,Erie,42049
2021-08-04,209.9315621125565,"20,000-50,000",Northeast,PA,Indiana,42063
2021-08-11,208.3290876486664,"20,000-50,000",Northeast,CT,Fairfield,09001
2021-08-11,151.05381896263387,"200,000-500,000",Northeast,DE,New Castle,10003
2021-08-11,112.73570610360662,"50,000-100,000",Northeast,MA,Berkshire,25003
2021-08-11,90.39670187116474,"20,000-50,000",Northeast,MA,Essex,25009
2021-08-11,244.0648972828028,"10,000-20,000",Northeast,MA,Hampshire,25015
2021-08-11,110.26501546283642,"100,000-200,000",Northeast,MA,Middlesex,25017
2021-08-11,568.646374415409,"10,000-20,000",Northeast,MA,Nantucket,25019
2021-08-11,332.7645535547227,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2021-08-11,61.36764375269777,"20,000-50,000",Northeast,NY,Nassau,36059
2021-08-11,491.425026701499,"100,000-200,000",Northeast,PA,Dauphin,42043
2021-08-11,175.56812214946976,"100,000-200,000",Northeast,PA,Erie,42049
2021-08-11,167.36061260298595,"20,000-50,000",Northeast,PA,Indiana,42063
2021-08-18,198.51221154806169,"20,000-50,000",Northeast,CT,Fairfield,09001
2021-08-18,159.18406646844517,"200,000-500,000",Northeast,DE,New Castle,10003
2021-08-18,162.83799861470655,"50,000-100,000",Northeast,MA,Berkshire,25003
2021-08-18,87.80128951172135,"20,000-50,000",Northeast,MA,Essex,25009
2021-08-18,323.7108398894539,"10,000-20,000",Northeast,MA,Hampshire,25015
2021-08-18,156.84325946082686,"100,000-200,000",Northeast,MA,Middlesex,25017
2021-08-18,396.86141661128863,"10,000-20,000",Northeast,MA,Nantucket,25019
2021-08-18,344.514506381868,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2021-08-18,148.70246368572765,"200,000-500,000",Northeast,NJ,Union,34039
2021-08-18,544.3640622847491,"100,000-200,000",Northeast,PA,Dauphin,42043
2021-08-18,223.4243077747435,"100,000-200,000",Northeast,PA,Erie,42049
2021-08-18,,"50,000-100,000",Northeast,PA,Franklin,42055
2021-08-18,167.5777164523807,"20,000-50,000",Northeast,PA,Indiana,42063
2021-08-25,252.99128651011952,"20,000-50,000",Northeast,CT,Fairfield,09001
2021-08-25,291.5092640031883,"50,000-100,000",Northeast,MA,Berkshire,25003
2021-08-25,180.9899186649051,"100,000-200,000",Northeast,MA,Middlesex,25017
2021-08-25,192.76367088333424,"10,000-20,000",Northeast,MA,Nantucket,25019
2021-08-25,329.087816015517,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2021-08-25,402.4208805314726,"20,000-50,000",Northeast,NY,Nassau,36059
2021-08-25,561.8033786067409,"100,000-200,000",Northeast,PA,Dauphin,42043
2021-08-25,301.896023091439,"100,000-200,000",Northeast,PA,Erie,42049
2021-08-25,421.62197323252366,"50,000-100,000",Northeast,PA,Franklin,42055
2021-08-25,205.73311734028675,"20,000-50,000",Northeast,PA,Indiana,42063
2021-09-01,233.61338500080925,"20,000-50,000",Northeast,CT,Fairfield,09001
2021-09-01,47.08000689775216,"20,000-50,000",Northeast,MA,Essex,25009
2021-09-01,152.26798637804723,"100,000-200,000",Northeast,MA,Middlesex,25017
2021-09-01,147.47500100064684,"10,000-20,000",Northeast,MA,Nantucket,25019
2021-09-01,307.8115006800374,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2021-09-01,515.4912861206885,"100,000-200,000",Northeast,PA,Dauphin,42043
2021-09-01,418.837034911473,"100,000-200,000",Northeast,PA,Erie,42049
2021-09-01,765.3106443516368,"50,000-100,000",Northeast,PA,Franklin,42055
2021-09-01,440.3771091065285,"20,000-50,000",Northeast,PA,Indiana,42063
2021-09-08,316.01188863634485,"20,000-50,000",Northeast,CT,Fairfield,09001
2021-09-08,60.32896054697735,"20,000-50,000",Northeast,MA,Essex,25009
2021-09-08,116.03959331637896,"100,000-200,000",Northeast,MA,Middlesex,25017
2021-09-08,90.91539941462634,"10,000-20,000",Northeast,MA,Nantucket,25019
2021-09-08,311.95023565238665,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2021-09-08,139.74993325748176,"200,000-500,000",Northeast,NJ,Union,34039
2021-09-08,488.3847435676181,"100,000-200,000",Northeast,PA,Dauphin,42043
2021-09-08,388.7646495328277,"100,000-200,000",Northeast,PA,Erie,42049
2021-09-08,589.509651323765,"20,000-50,000",Northeast,PA,Indiana,42063
2021-09-15,399.82221280224513,"20,000-50,000",Northeast,CT,Fairfield,09001
2021-09-15,334.7365178176784,"50,000-100,000",Northeast,MA,Berkshire,25003
2021-09-15,107.1086437751387,"20,000-50,000",Northeast,MA,Essex,25009
2021-09-15,85.26669039134178,"100,000-200,000",Northeast,MA,Middlesex,25017
2021-09-15,99.2939923212512,"10,000-20,000",Northeast,MA,Nantucket,25019
2021-09-15,280.0436594544265,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2021-09-15,528.6727941813335,"100,000-200,000",Northeast,PA,Dauphin,42043
2021-09-15,545.189666595138,"100,000-200,000",Northeast,PA,Erie,42049
2021-09-15,855.9519996173786,"50,000-100,000",Northeast,PA,Franklin,42055
2021-09-15,950.2091265032074,"20,000-50,000",Northeast,PA,Indiana,42063
2021-09-22,419.8821349315954,"20,000-50,000",Northeast,CT,Fairfield,09001
2021-09-22,370.2756839747181,"50,000-100,000",Northeast,MA,Berkshire,25003
2021-09-22,121.319830172357,"20,000-50,000",Northeast,MA,Essex,25009
2021-09-22,322.3935821733717,"10,000-20,000",Northeast,MA,Hampshire,25015
2021-09-22,140.76099593129035,"100,000-200,000",Northeast,MA,Middlesex,25017
2021-09-22,54.80550878877915,"10,000-20,000",Northeast,MA,Nantucket,25019
2021-09-22,318.8951149425466,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2021-09-22,148.0299871624353,"200,000-500,000",Northeast,NJ,Union,34039
2021-09-22,418.8824704802397,"20,000-50,000",Northeast,NY,Nassau,36059
2021-09-22,751.6392014938265,"100,000-200,000",Northeast,PA,Dauphin,42043
2021-09-22,1045.2874552370258,"20,000-50,000",Northeast,PA,Indiana,42063
2021-09-29,338.2231560949082,"20,000-50,000",Northeast,CT,Fairfield,09001
2021-09-29,296.03331004159827,"50,000-100,000",Northeast,MA,Berkshire,25003
2021-09-29,114.75432360198612,"20,000-50,000",Northeast,MA,Essex,25009
2021-09-29,347.1261377045248,"10,000-20,000",Northeast,MA,Hampshire,25015
2021-09-29,358.838478590893,"100,000-200,000",Northeast,MA,Middlesex,25017
2021-09-29,149.68972076840222,"10,000-20,000",Northeast,MA,Nantucket,25019
2021-09-29,316.7319925033424,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2021-09-29,864.6467899546723,"100,000-200,000",Northeast,PA,Dauphin,42043
2021-09-29,983.9892192481976,"100,000-200,000",Northeast,PA,Erie,42049
2021-09-29,1082.2215797749188,"20,000-50,000",Northeast,PA,Indiana,42063
2021-10-06,186.12440023203928,"20,000-50,000",Northeast,CT,Fairfield,09001
2021-10-06,249.8151432289413,"50,000-100,000",Northeast,MA,Berkshire,25003
2021-10-06,73.06430309154656,"20,000-50,000",Northeast,MA,Essex,25009
2021-10-06,374.6232189068899,"10,000-20,000",Northeast,MA,Hampshire,25015
2021-10-06,328.3645969461234,"100,000-200,000",Northeast,MA,Middlesex,25017
2021-10-06,146.56979391465393,"10,000-20,000",Northeast,MA,Nantucket,25019
2021-10-06,328.1523606577111,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2021-10-06,134.0755415692411,"200,000-500,000",Northeast,NJ,Union,34039
2021-10-06,402.7663506899901,"20,000-50,000",Northeast,NY,Nassau,36059
2021-10-06,1152.7716488609633,"100,000-200,000",Northeast,PA,Dauphin,42043
2021-10-06,1168.186318896441,"100,000-200,000",Northeast,PA,Erie,42049
2021-10-06,877.0108202684751,"20,000-50,000",Northeast,PA,Indiana,42063
2021-10-13,140.8791557738073,"20,000-50,000",Northeast,CT,Fairfield,09001
2021-10-13,252.60360756986287,"50,000-100,000",Northeast,MA,Berkshire,25003
2021-10-13,70.45248337551736,"20,000-50,000",Northeast,MA,Essex,25009
2021-10-13,361.431757342827,"10,000-20,000",Northeast,MA,Hampshire,25015
2021-10-13,277.7485261596592,"100,000-200,000",Northeast,MA,Middlesex,25017
2021-10-13,163.57525402991058,"10,000-20,000",Northeast,MA,Nantucket,25019
2021-10-13,300.08233921967764,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2021-10-13,1171.2538731187094,"100,000-200,000",Northeast,PA,Dauphin,42043
2021-10-13,1108.8084561869423,"100,000-200,000",Northeast,PA,Erie,42049
2021-10-13,666.3905696970597,"20,000-50,000",Northeast,PA,Indiana,42063
2021-10-20,114.45385748026897,"20,000-50,000",Northeast,CT,Fairfield,09001
2021-10-20,,"200,000-500,000",Northeast,DE,New Castle,10003
2021-10-20,270.28016117985146,"50,000-100,000",Northeast,MA,Berkshire,25003
2021-10-20,73.90187148851707,"20,000-50,000",Northeast,MA,Essex,25009
2021-10-20,313.777220606986,"10,000-20,000",Northeast,MA,Hampshire,25015
2021-10-20,44.40799628745316,"100,000-200,000",Northeast,MA,Middlesex,25017
2021-10-20,78.12421698294338,"10,000-20,000",Northeast,MA,Nantucket,25019
2021-10-20,266.4344543558376,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2021-10-20,130.75389206220655,"200,000-500,000",Northeast,NJ,Union,34039
2021-10-20,79.45635236314968,"20,000-50,000",Northeast,NY,Nassau,36059
2021-10-20,1392.0358110810173,"100,000-200,000",Northeast,PA,Dauphin,42043
2021-10-20,729.6604013741811,"100,000-200,000",Northeast,PA,Erie,42049
2021-10-20,1059.3286793364057,"50,000-100,000",Northeast,PA,Franklin,42055
2021-10-20,583.6532698877252,"20,000-50,000",Northeast,PA,Indiana,42063
2020-03-04,,"1,000,000-2,000,000",South,FL,Miami-Dade,12086
2020-03-04,,"500,000-1,000,000",South,KY,Jefferson,21111
2020-03-04,,"200,000-500,000",South,TN,Hamilton,47065
2020-03-04,,"200,000-500,000",South,TN,Shelby,47157
2020-03-04,,"50,000-100,000",South,VA,Stafford,51179
2020-03-25,105.66371955557996,"1,000,000-2,000,000",South,FL,Miami-Dade,12086
2020-04-01,105.16121547686733,"2,000,000-5,000,000",South,FL,Miami-Dade,12086
2020-04-08,110.71143381587206,"2,000,000-5,000,000",South,FL,Miami-Dade,12086
2020-04-08,96.01104099998312,"500,000-1,000,000",South,KY,Jefferson,21111
2020-04-15,88.64562451426254,"2,000,000-5,000,000",South,FL,Miami-Dade,12086
2020-04-15,196.75852031360228,"500,000-1,000,000",South,KY,Jefferson,21111
2020-04-22,60.97560626020383,"500,000-1,000,000",South,FL,Miami-Dade,12086
2020-04-22,261.3167272930228,"500,000-1,000,000",South,KY,Jefferson,21111
2020-04-22,619.5508048636352,"50,000-100,000",South,VA,Stafford,51179
2020-04-29,162.94803350383876,"2,000,000-5,000,000",South,FL,Miami-Dade,12086
2020-04-29,281.9766284387747,"500,000-1,000,000",South,KY,Jefferson,21111
2020-04-29,682.2263449458927,"50,000-100,000",South,VA,Stafford,51179
2020-05-06,151.98390151196696,"2,000,000-5,000,000",South,FL,Miami-Dade,12086
2020-05-06,161.9269392448871,"500,000-1,000,000",South,KY,Jefferson,21111
2020-05-06,119.4836115331193,"200,000-500,000",South,TN,Hamilton,47065
2020-05-06,764.7807031798924,"50,000-100,000",South,VA,Stafford,51179
2020-05-13,158.1164242341204,"2,000,000-5,000,000",South,FL,Miami-Dade,12086
2020-05-13,86.24265025269858,"500,000-1,000,000",South,KY,Jefferson,21111
2020-05-13,579.1140870857789,"100,000-200,000",South,VA,Stafford,51179
2020-05-20,50.32640590517886,"2,000,000-5,000,000",South,FL,Miami-Dade,12086
2020-05-20,73.82565977702146,"500,000-1,000,000",South,KY,Jefferson,21111
2020-05-20,295.99188044862905,"200,000-500,000",South,TN,Hamilton,47065
2020-05-20,358.7631474273819,"100,000-200,000",South,VA,Stafford,51179
2020-05-27,80.35936707170701,"2,000,000-5,000,000",South,FL,Miami-Dade,12086
2020-05-27,101.5146178609944,"500,000-1,000,000",South,KY,Jefferson,21111
2020-05-27,327.0201482308333,"200,000-500,000",South,TN,Hamilton,47065
2020-06-03,176.29890398703984,"2,000,000-5,000,000",South,FL,Miami-Dade,12086
2020-06-10,259.3097611205666,"2,000,000-5,000,000",South,FL,Miami-Dade,12086
2020-06-10,137.0879103519742,"500,000-1,000,000",South,KY,Jefferson,21111
2020-06-10,180.7522778901929,"100,000-200,000",South,VA,Stafford,51179
2020-06-17,283.49921285145564,"2,000,000-5,000,000",South,FL,Miami-Dade,12086
2020-06-17,91.06579905900595,"500,000-1,000,000",South,KY,Jefferson,21111
2020-06-24,443.1873353565992,"2,000,000-5,000,000",South,FL,Miami-Dade,12086
2020-06-24,85.35431338458714,"500,000-1,000,000",South,KY,Jefferson,21111
2020-06-24,320.19803387066975,"200,000-500,000",South,TN,Hamilton,47065
2020-07-01,576.3682917468176,"2,000,000-5,000,000",South,FL,Miami-Dade,12086
2020-07-01,93.93402639320816,"500,000-1,000,000",South,KY,Jefferson,21111
2020-07-08,845.0181592640309,"2,000,000-5,000,000",South,FL,Miami-Dade,12086
2020-07-08,204.23713808241092,"500,000-1,000,000",South,KY,Jefferson,21111
2020-07-08,142.94782149432388,"200,000-500,000",South,TN,Hamilton,47065
2020-07-15,759.1650781247267,"2,000,000-5,000,000",South,FL,Miami-Dade,12086
2020-07-15,210.42623745510775,"500,000-1,000,000",South,KY,Jefferson,21111
2020-07-22,673.2527736187704,"2,000,000-5,000,000",South,FL,Miami-Dade,12086
2020-07-22,250.9413898194226,"500,000-1,000,000",South,KY,Jefferson,21111
2020-07-22,181.34420547904065,"200,000-500,000",South,TN,Hamilton,47065
2020-07-29,436.646921674132,"2,000,000-5,000,000",South,FL,Miami-Dade,12086
2020-08-05,321.3505410783741,"2,000,000-5,000,000",South,FL,Miami-Dade,12086
2020-08-05,187.79109959762488,"500,000-1,000,000",South,KY,Jefferson,21111
2020-08-05,210.9715164805183,"200,000-500,000",South,TN,Hamilton,47065
2020-08-05,366.7531646074216,"200,000-500,000",South,TN,Shelby,47157
2020-08-05,,"100,000-200,000",South,VA,Stafford,51179
2020-08-12,217.90897900980528,"2,000,000-5,000,000",South,FL,Miami-Dade,12086
2020-08-12,220.6093989582488,"500,000-1,000,000",South,KY,Jefferson,21111
2020-08-12,290.953991263672,"200,000-500,000",South,TN,Shelby,47157
2020-08-12,169.7204276338322,"100,000-200,000",South,VA,Stafford,51179
2020-08-19,143.33408785382684,"2,000,000-5,000,000",South,FL,Miami-Dade,12086
2020-08-19,219.9024470166854,"500,000-1,000,000",South,KY,Jefferson,21111
2020-08-19,223.74658782919252,"200,000-500,000",South,TN,Hamilton,47065
2020-08-19,109.27749444021816,"200,000-500,000",South,TN,Shelby,47157
2020-08-19,205.8888761486013,"100,000-200,000",South,VA,Stafford,51179
2020-08-26,109.90381234035344,"2,000,000-5,000,000",South,FL,Miami-Dade,12086
2020-08-26,222.6544457248272,"500,000-1,000,000",South,KY,Jefferson,21111
2020-08-26,117.4804285199338,"200,000-500,000",South,TN,Shelby,47157
2020-08-26,157.81870005037328,"100,000-200,000",South,VA,Stafford,51179
2020-09-02,92.55699545614662,"2,000,000-5,000,000",South,FL,Miami-Dade,12086
2020-09-02,178.68970860122292,"500,000-1,000,000",South,KY,Jefferson,21111
2020-09-02,167.5616174650263,"200,000-500,000",South,TN,Hamilton,47065
2020-09-02,105.8255826955222,"200,000-500,000",South,TN,Shelby,47157
2020-09-02,166.25199042940298,"100,000-200,000",South,VA,Stafford,51179
2020-09-09,75.30400006600826,"2,000,000-5,000,000",South,FL,Miami-Dade,12086
2020-09-09,114.17522761258785,"500,000-1,000,000",South,KY,Jefferson,21111
2020-09-09,85.57587599580715,"200,000-500,000",South,TN,Shelby,47157
2020-09-09,112.85378445408418,"100,000-200,000",South,VA,Stafford,51179
